Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
010,1975,.,100.00,23.06,21.52,
010,1976,7.72,107.72,24.84,23.18,
010,1977,6.70,114.93,26.51,24.74,
010,1978,7.86,123.97,28.59,26.68,
010,1979,16.42,144.32,33.29,31.06,
010,1980,11.80,161.35,37.21,34.73,
010,1981,7.08,172.77,39.85,37.18,
010,1982,11.99,193.49,44.63,41.64,
010,1983,6.56,206.18,47.55,44.37,
010,1984,15.56,238.26,54.95,51.28,
010,1985,12.24,267.44,61.68,57.56,
010,1986,14.77,306.95,70.79,66.06,
010,1987,21.62,373.32,86.10,80.35,
010,1988,15.65,431.74,99.58,92.92,
010,1989,2.58,442.89,102.15,95.32,
010,1990,-2.10,433.58,100.00,93.32,
010,1991,-3.28,419.36,96.72,90.26,
010,1992,-2.02,410.89,94.77,88.43,
010,1993,-1.41,405.08,93.43,87.18,
010,1994,-1.27,399.94,92.24,86.08,
010,1995,-0.53,397.84,91.76,85.62,
010,1996,1.60,404.22,93.23,87.00,
010,1997,1.30,409.46,94.44,88.12,
010,1998,2.69,420.48,96.98,90.50,
010,1999,3.42,434.86,100.29,93.59,
010,2000,6.85,464.64,107.16,100.00,
010,2001,6.51,494.90,114.14,106.51,
010,2002,8.82,538.54,124.21,115.90,
010,2003,7.62,579.60,133.68,124.74,
010,2004,12.93,654.51,150.95,140.87,
010,2005,12.86,738.67,170.36,158.98,
010,2006,4.71,773.48,178.39,166.47,
010,2007,0.60,778.10,179.46,167.46,
010,2008,-3.04,754.45,174.00,162.37,
010,2009,-4.20,722.80,166.70,155.56,
010,2010,-2.06,707.90,163.27,152.36,
010,2011,-2.70,688.79,158.86,148.24,
010,2012,-2.01,674.97,155.67,145.27,
010,2013,-0.14,673.99,155.45,145.06,
010,2014,1.05,681.05,157.08,146.58,
010,2015,2.03,694.85,160.26,149.55,
010,2016,1.74,706.95,163.05,152.15,
010,2017,2.83,726.92,167.65,156.45,
010,2018,4.49,759.55,175.18,163.47,
010,2019,3.63,787.09,181.53,169.40,
010,2020,4.08,819.23,188.94,176.32,
010,2021,11.46,913.10,210.59,196.52,
011,1975,.,100.00,19.56,20.78,
011,1976,17.82,117.82,23.05,24.48,
011,1977,2.82,121.14,23.70,25.17,
011,1978,10.82,134.26,26.26,27.90,
011,1979,16.98,157.06,30.72,32.64,
011,1980,9.22,171.53,33.55,35.64,
011,1981,13.27,194.29,38.00,40.37,
011,1982,9.67,213.08,41.68,44.28,
011,1983,10.12,234.64,45.90,48.76,
011,1984,15.47,270.95,53.00,56.30,
011,1985,17.94,319.56,62.51,66.41,
011,1986,16.42,372.03,72.77,77.31,
011,1987,19.74,445.48,87.14,92.57,
011,1988,13.85,507.15,99.20,105.39,
011,1989,4.53,530.11,103.69,110.16,
011,1990,-3.56,511.22,100.00,106.23,
011,1991,-5.29,484.17,94.71,100.61,
011,1992,-2.84,470.44,92.02,97.76,
011,1993,-4.46,449.48,87.92,93.40,
011,1994,-4.42,429.59,84.03,89.27,
011,1995,-5.84,404.51,79.12,84.06,
011,1996,1.22,409.43,80.09,85.08,
011,1997,0.57,411.76,80.54,85.57,
011,1998,6.62,439.04,85.88,91.23,
011,1999,2.10,448.25,87.68,93.15,
011,2000,7.36,481.22,94.13,100.00,
011,2001,7.73,518.44,101.41,107.73,
011,2002,10.39,572.28,111.94,118.92,
011,2003,8.02,618.16,120.92,128.46,
011,2004,10.76,684.67,133.93,142.28,
011,2005,11.96,766.58,149.95,159.30,
011,2006,5.65,809.88,158.42,168.30,
011,2007,-0.92,802.45,156.97,166.75,
011,2008,-5.40,759.10,148.49,157.74,
011,2009,-5.50,717.36,140.32,149.07,
011,2010,-1.44,707.01,138.30,146.92,
011,2011,-3.07,685.27,134.04,142.40,
011,2012,-3.58,660.72,129.24,137.30,
011,2013,-0.72,655.94,128.31,136.31,
011,2014,2.01,669.14,130.89,139.05,
011,2015,3.05,689.52,134.88,143.29,
011,2016,1.99,703.26,137.56,146.14,
011,2017,5.66,743.06,145.35,154.41,
011,2018,6.28,789.74,154.48,164.11,
011,2019,4.18,822.76,160.94,170.97,
011,2020,5.63,869.09,170.00,180.60,
011,2021,14.90,998.59,195.33,207.51,
012,1980,.,100.00,39.05,37.87,
012,1981,13.36,113.36,44.27,42.92,
012,1982,-2.11,110.97,43.33,42.02,
012,1983,11.19,123.39,48.18,46.72,
012,1984,24.79,153.97,60.12,58.30,
012,1985,14.73,176.65,68.98,66.89,
012,1986,13.92,201.23,78.58,76.20,
012,1987,12.85,227.09,88.68,85.99,
012,1988,11.20,252.53,98.61,95.62,
012,1989,2.75,259.48,101.32,98.25,
012,1990,-1.31,256.09,100.00,96.97,
012,1991,-6.71,238.91,93.29,90.47,
012,1992,-5.75,225.18,87.93,85.26,
012,1993,-0.02,225.12,87.91,85.24,
012,1994,-0.04,225.03,87.87,85.21,
012,1995,0.13,225.31,87.98,85.32,
012,1996,2.10,230.06,89.83,87.11,
012,1997,2.95,236.84,92.48,89.68,
012,1998,1.04,239.31,93.45,90.61,
012,1999,2.82,246.06,96.08,93.17,
012,2000,7.33,264.09,103.12,100.00,
012,2001,7.11,282.86,110.45,107.11,
012,2002,6.56,301.43,117.70,114.14,
012,2003,7.33,323.54,126.34,122.51,
012,2004,10.41,357.21,139.49,135.26,
012,2005,13.16,404.21,157.84,153.06,
012,2006,6.82,431.76,168.60,163.49,
012,2007,1.26,437.21,170.72,165.55,
012,2008,-0.61,434.54,169.68,164.54,
012,2009,-3.28,420.31,164.12,159.15,
012,2010,-2.45,410.01,160.10,155.25,
012,2011,-2.22,400.92,156.56,151.81,
012,2012,-2.21,392.07,153.10,148.46,
012,2013,-0.36,390.65,152.54,147.92,
012,2014,-0.77,387.63,151.36,146.78,
012,2015,0.91,391.16,152.74,148.11,
012,2016,1.26,396.09,154.67,149.98,
012,2017,1.16,400.70,156.47,151.73,
012,2018,6.29,425.91,166.31,161.27,
012,2019,1.84,433.73,169.36,164.23,
012,2020,3.96,450.91,176.08,170.74,
012,2021,12.89,509.04,198.77,192.75,
013,1985,.,100.00,60.55,54.83,
013,1986,16.81,116.81,70.73,64.05,
013,1987,22.66,143.28,86.75,78.56,
013,1988,14.34,163.82,99.19,89.83,
013,1989,4.92,171.88,104.07,94.25,
013,1990,-3.91,165.16,100.00,90.56,
013,1991,-4.25,158.15,95.75,86.72,
013,1992,-2.53,154.15,93.33,84.52,
013,1993,-2.86,149.74,90.66,82.11,
013,1994,-1.37,147.69,89.42,80.98,
013,1995,0.16,147.92,89.56,81.11,
013,1996,0.93,149.30,90.40,81.87,
013,1997,1.29,151.22,91.56,82.92,
013,1998,5.48,159.51,96.58,87.47,
013,1999,1.89,162.53,98.41,89.12,
013,2000,12.21,182.37,110.42,100.00,
013,2001,4.89,191.28,115.82,104.89,
013,2002,9.77,209.96,127.13,115.13,
013,2003,7.55,225.82,136.73,123.82,
013,2004,15.38,260.54,157.75,142.86,
013,2005,12.48,293.05,177.43,160.69,
013,2006,3.57,303.51,183.77,166.43,
013,2007,-1.86,297.86,180.35,163.33,
013,2008,-4.79,283.61,171.72,155.51,
013,2009,-3.36,274.07,165.94,150.28,
013,2010,-2.59,266.97,161.65,146.39,
013,2011,-2.91,259.20,156.94,142.13,
013,2012,-2.69,252.23,152.72,138.31,
013,2013,0.55,253.62,153.56,139.07,
013,2014,1.38,257.12,155.68,140.99,
013,2015,-1.60,253.00,153.18,138.73,
013,2016,4.13,263.44,159.50,144.45,
013,2017,3.55,272.78,165.16,149.58,
013,2018,8.20,295.15,178.71,161.84,
013,2019,1.31,299.02,181.05,163.96,
013,2020,5.07,314.17,190.22,172.27,
013,2021,14.81,360.69,218.39,197.78,
014,1975,.,100.00,23.45,18.32,
014,1976,9.50,109.50,25.68,20.06,
014,1977,8.19,118.46,27.78,21.70,
014,1978,12.73,133.54,31.31,24.46,
014,1979,7.03,142.92,33.51,26.18,
014,1980,15.79,165.49,38.81,30.31,
014,1981,12.97,186.96,43.84,34.25,
014,1982,10.16,205.96,48.30,37.73,
014,1983,5.97,218.25,51.18,39.98,
014,1984,20.42,262.82,61.63,48.14,
014,1985,20.32,316.23,74.16,57.92,
014,1986,20.58,381.32,89.42,69.85,
014,1987,11.29,424.35,99.51,77.73,
014,1988,5.55,447.89,105.03,82.04,
014,1989,1.04,452.54,106.12,82.89,
014,1990,-5.77,426.44,100.00,78.11,
014,1991,-6.07,400.55,93.93,73.37,
014,1992,-2.28,391.43,91.79,71.70,
014,1993,-1.57,385.30,90.35,70.58,
014,1994,-1.82,378.29,88.71,69.29,
014,1995,1.26,383.05,89.82,70.16,
014,1996,3.97,398.27,93.39,72.95,
014,1997,3.48,412.13,96.64,75.49,
014,1998,6.36,438.33,102.79,80.29,
014,1999,7.50,471.20,110.49,86.31,
014,2000,15.86,545.94,128.02,100.00,
014,2001,11.53,608.89,142.78,111.53,
014,2002,9.77,668.37,156.73,122.43,
014,2003,7.17,716.27,167.96,131.20,
014,2004,9.75,786.12,184.34,143.99,
014,2005,9.29,859.15,201.47,157.37,
014,2006,1.83,874.86,205.15,160.25,
014,2007,-4.38,836.50,196.16,153.22,
014,2008,-6.39,783.07,183.63,143.44,
014,2009,-7.73,722.54,169.43,132.35,
014,2010,-3.36,698.25,163.74,127.90,
014,2011,-3.36,674.78,158.23,123.60,
014,2012,-3.09,653.94,153.35,119.78,
014,2013,0.40,656.58,153.97,120.27,
014,2014,4.42,685.62,160.78,125.59,
014,2015,3.17,707.37,165.88,129.57,
014,2016,4.73,740.82,173.72,135.70,
014,2017,5.75,783.43,183.71,143.50,
014,2018,5.65,827.68,194.09,151.61,
014,2019,4.93,868.48,203.66,159.08,
014,2020,3.90,902.34,211.60,165.28,
014,2021,13.67,1025.67,240.52,187.87,
015,1975,.,100.00,24.69,19.21,
015,1976,5.09,105.09,25.95,20.19,
015,1977,8.02,113.52,28.03,21.81,
015,1978,10.97,125.97,31.11,24.20,
015,1979,11.89,140.95,34.81,27.07,
015,1980,16.57,164.30,40.57,31.56,
015,1981,14.34,187.87,46.39,36.09,
015,1982,8.17,203.21,50.18,39.03,
015,1983,2.42,208.14,51.40,39.98,
015,1984,19.80,249.36,61.58,47.90,
015,1985,20.07,299.40,73.94,57.51,
015,1986,20.04,359.39,88.75,69.03,
015,1987,11.95,402.32,99.35,77.28,
015,1988,5.40,424.04,104.72,81.45,
015,1989,0.69,426.96,105.44,82.01,
015,1990,-5.16,404.94,100.00,77.78,
015,1991,-5.32,383.42,94.68,73.65,
015,1992,-1.29,378.48,93.47,72.70,
015,1993,-1.18,374.04,92.37,71.85,
015,1994,0.29,375.11,92.63,72.05,
015,1995,1.93,382.35,94.42,73.44,
015,1996,1.89,389.57,96.20,74.83,
015,1997,3.84,404.52,99.89,77.70,
015,1998,4.58,423.06,104.47,81.26,
015,1999,6.65,451.17,111.42,86.66,
015,2000,15.39,520.61,128.56,100.00,
015,2001,11.14,578.60,142.88,111.14,
015,2002,10.86,641.43,158.40,123.21,
015,2003,7.45,689.20,170.20,132.38,
015,2004,10.28,760.06,187.70,145.99,
015,2005,9.69,833.70,205.88,160.14,
015,2006,1.41,845.42,208.77,162.39,
015,2007,-3.50,815.81,201.46,156.70,
015,2008,-5.43,771.54,190.53,148.20,
015,2009,-6.89,718.38,177.40,137.99,
015,2010,-2.58,699.86,172.83,134.43,
015,2011,-3.52,675.20,166.74,129.70,
015,2012,-1.63,664.21,164.02,127.58,
015,2013,0.57,667.98,164.96,128.31,
015,2014,4.00,694.73,171.56,133.45,
015,2015,2.97,715.37,176.66,137.41,
015,2016,3.66,741.57,183.13,142.44,
015,2017,5.08,779.22,192.43,149.67,
015,2018,5.28,820.33,202.58,157.57,
015,2019,3.67,850.47,210.02,163.36,
015,2020,3.54,880.59,217.46,169.15,
015,2021,12.32,989.04,244.24,189.98,
016,1978,.,100.00,29.90,26.20,
016,1979,7.24,107.24,32.06,28.10,
016,1980,18.58,127.17,38.02,33.32,
016,1981,8.31,137.74,41.18,36.08,
016,1982,5.84,145.78,43.58,38.19,
016,1983,10.36,160.88,48.09,42.15,
016,1984,23.01,197.90,59.16,51.85,
016,1985,21.46,240.37,71.86,62.97,
016,1986,20.48,289.59,86.57,75.87,
016,1987,13.83,329.63,98.54,86.36,
016,1988,4.14,343.29,102.63,89.93,
016,1989,0.66,345.56,103.31,90.53,
016,1990,-3.20,334.50,100.00,87.63,
016,1991,-4.47,319.54,95.53,83.71,
016,1992,-2.42,311.80,93.21,81.69,
016,1993,-3.22,301.77,90.22,79.06,
016,1994,-5.40,285.48,85.35,74.79,
016,1995,-1.50,281.20,84.07,73.67,
016,1996,3.54,291.16,87.04,76.28,
016,1997,2.38,298.09,89.12,78.09,
016,1998,5.83,315.48,94.31,82.65,
016,1999,5.77,333.68,99.76,87.42,
016,2000,14.39,381.71,114.11,100.00,
016,2001,12.02,427.61,127.83,112.02,
016,2002,13.33,484.62,144.88,126.96,
016,2003,9.61,531.17,158.79,139.16,
016,2004,12.60,598.11,178.81,156.69,
016,2005,9.62,655.68,196.02,171.77,
016,2006,1.12,662.99,198.20,173.69,
016,2007,-4.47,633.38,189.35,165.93,
016,2008,-8.08,582.20,174.05,152.53,
016,2009,-8.17,534.65,159.83,140.07,
016,2010,-2.87,519.29,155.24,136.04,
016,2011,-5.76,489.40,146.31,128.21,
016,2012,-2.82,475.61,142.18,124.60,
016,2013,1.69,483.65,144.59,126.71,
016,2014,3.13,498.79,149.12,130.67,
016,2015,4.32,520.34,155.56,136.32,
016,2016,4.03,541.33,161.83,141.82,
016,2017,7.17,580.12,173.43,151.98,
016,2018,7.28,622.38,186.06,163.05,
016,2019,6.20,660.99,197.61,173.17,
016,2020,6.23,702.17,209.91,183.95,
016,2021,14.33,802.77,239.99,210.31,
017,1975,.,100.00,24.86,16.94,
017,1976,0.17,100.17,24.90,16.97,
017,1977,7.06,107.25,26.66,18.17,
017,1978,12.97,121.16,30.12,20.52,
017,1979,22.22,148.08,36.82,25.08,
017,1980,10.50,163.63,40.68,27.72,
017,1981,16.64,190.85,47.45,32.33,
017,1982,3.93,198.35,49.31,33.60,
017,1983,6.50,211.24,52.52,35.78,
017,1984,25.35,264.79,65.83,44.85,
017,1985,20.56,319.22,79.36,54.07,
017,1986,17.02,373.56,92.87,63.28,
017,1987,9.08,407.47,101.31,69.02,
017,1988,5.10,428.24,106.47,72.54,
017,1989,-0.54,425.94,105.90,72.15,
017,1990,-5.57,402.22,100.00,68.13,
017,1991,-5.42,380.44,94.58,64.44,
017,1992,-0.41,378.87,94.19,64.18,
017,1993,0.44,380.56,94.61,64.46,
017,1994,2.45,389.87,96.93,66.04,
017,1995,3.13,402.07,99.96,68.11,
017,1996,3.00,414.14,102.96,70.15,
017,1997,5.45,436.70,108.57,73.97,
017,1998,5.86,462.31,114.94,78.31,
017,1999,8.82,503.10,125.08,85.22,
017,2000,17.34,590.34,146.77,100.00,
017,2001,10.90,654.66,162.76,110.90,
017,2002,8.45,709.95,176.51,120.26,
017,2003,5.37,748.04,185.98,126.71,
017,2004,7.85,806.79,200.58,136.66,
017,2005,9.77,885.61,220.18,150.02,
017,2006,-0.51,881.06,219.05,149.25,
017,2007,-3.28,852.20,211.87,144.36,
017,2008,-4.04,817.79,203.32,138.53,
017,2009,-4.87,777.98,193.42,131.78,
017,2010,-1.62,765.35,190.28,129.64,
017,2011,-1.48,754.05,187.47,127.73,
017,2012,-0.80,748.02,185.97,126.71,
017,2013,2.51,766.76,190.63,129.88,
017,2014,5.95,812.37,201.97,137.61,
017,2015,2.96,836.43,207.95,141.69,
017,2016,4.23,871.84,216.76,147.68,
017,2017,5.31,918.10,228.26,155.52,
017,2018,4.69,961.17,238.96,162.81,
017,2019,3.20,991.95,246.62,168.03,
017,2020,2.43,1016.10,252.62,172.12,
017,2021,9.93,1117.04,277.72,189.22,
018,1975,.,100.00,24.97,17.45,
018,1976,3.35,103.35,25.80,18.04,
018,1977,7.75,111.36,27.80,19.44,
018,1978,11.76,124.45,31.07,21.72,
018,1979,16.51,145.00,36.20,25.31,
018,1980,8.94,157.97,39.44,27.57,
018,1981,16.53,184.08,45.96,32.13,
018,1982,5.36,193.95,48.43,33.85,
018,1983,6.25,206.08,51.45,35.97,
018,1984,23.00,253.48,63.29,44.24,
018,1985,22.16,309.65,77.32,54.05,
018,1986,18.01,365.42,91.24,63.78,
018,1987,10.05,402.15,100.41,70.19,
018,1988,4.51,420.31,104.94,73.36,
018,1989,-0.47,418.32,104.45,73.01,
018,1990,-4.26,400.50,100.00,69.90,
018,1991,-6.49,374.50,93.51,65.36,
018,1992,-0.94,370.97,92.63,64.75,
018,1993,-0.20,370.24,92.44,64.62,
018,1994,0.78,373.13,93.16,65.12,
018,1995,2.59,382.78,95.57,66.81,
018,1996,3.92,397.79,99.32,69.43,
018,1997,5.17,418.35,104.46,73.02,
018,1998,7.05,447.86,111.82,78.17,
018,1999,9.15,488.83,122.05,85.32,
018,2000,17.21,572.96,143.06,100.00,
018,2001,11.14,636.79,159.00,111.14,
018,2002,10.33,702.56,175.42,122.62,
018,2003,6.26,746.57,186.41,130.30,
018,2004,8.96,813.48,203.12,141.98,
018,2005,8.98,886.56,221.36,154.74,
018,2006,0.05,886.97,221.46,154.81,
018,2007,-3.78,853.43,213.09,148.95,
018,2008,-4.24,817.22,204.05,142.63,
018,2009,-5.44,772.79,192.96,134.88,
018,2010,-1.30,762.75,190.45,133.13,
018,2011,-1.89,748.32,186.85,130.61,
018,2012,-0.97,741.06,185.03,129.34,
018,2013,2.53,759.81,189.71,132.61,
018,2014,6.37,808.23,201.80,141.06,
018,2015,3.66,837.83,209.19,146.23,
018,2016,5.21,881.46,220.09,153.84,
018,2017,6.56,939.29,234.53,163.94,
018,2018,5.13,987.52,246.57,172.36,
018,2019,4.25,1029.54,257.06,179.69,
018,2020,3.05,1060.91,264.89,185.16,
018,2021,10.70,1174.41,293.23,204.97,
019,1975,.,100.00,27.12,18.71,
019,1976,6.34,106.34,28.84,19.90,
019,1977,-8.73,97.05,26.32,18.16,
019,1978,11.78,108.48,29.42,20.30,
019,1979,17.20,127.14,34.48,23.79,
019,1980,12.03,142.44,38.62,26.66,
019,1981,16.45,165.88,44.98,31.04,
019,1982,6.90,177.33,48.09,33.19,
019,1983,5.95,187.88,50.95,35.16,
019,1984,22.65,230.43,62.48,43.12,
019,1985,22.33,281.89,76.44,52.75,
019,1986,18.96,335.33,90.93,62.75,
019,1987,10.94,372.02,100.88,69.62,
019,1988,4.30,388.00,105.21,72.61,
019,1989,-0.24,387.05,104.95,72.43,
019,1990,-4.72,368.79,100.00,69.02,
019,1991,-5.94,346.88,94.06,64.92,
019,1992,-1.59,341.38,92.57,63.89,
019,1993,-0.24,340.56,92.35,63.73,
019,1994,0.92,343.71,93.20,64.32,
019,1995,3.09,354.32,96.08,66.31,
019,1996,4.09,368.81,100.01,69.02,
019,1997,5.33,388.46,105.34,72.70,
019,1998,6.74,414.65,112.44,77.60,
019,1999,9.42,453.69,123.02,84.91,
019,2000,17.78,534.35,144.89,100.00,
019,2001,11.00,593.11,160.83,111.00,
019,2002,10.47,655.22,177.67,122.62,
019,2003,6.96,700.83,190.04,131.15,
019,2004,9.06,764.33,207.26,143.04,
019,2005,8.34,828.06,224.54,154.96,
019,2006,0.00,828.05,224.53,154.96,
019,2007,-3.29,800.82,217.15,149.87,
019,2008,-4.83,762.12,206.66,142.62,
019,2009,-5.90,717.12,194.46,134.20,
019,2010,-2.45,699.55,189.69,130.92,
019,2011,-1.95,685.89,185.99,128.36,
019,2012,-0.93,679.49,184.25,127.16,
019,2013,2.77,698.34,189.36,130.69,
019,2014,5.94,739.85,200.62,138.46,
019,2015,3.95,769.04,208.53,143.92,
019,2016,5.68,812.74,220.38,152.10,
019,2017,7.05,870.01,235.91,162.82,
019,2018,5.87,921.12,249.77,172.38,
019,2019,4.65,963.95,261.38,180.40,
019,2020,3.23,995.06,269.82,186.22,
019,2021,10.69,1101.44,298.67,206.13,
020,1975,.,100.00,24.87,16.93,
020,1976,8.40,108.40,26.96,18.35,
020,1977,1.25,109.76,27.30,18.58,
020,1978,9.73,120.44,29.95,20.39,
020,1979,15.05,138.56,34.46,23.45,
020,1980,11.87,155.00,38.55,26.24,
020,1981,20.00,186.00,46.26,31.48,
020,1982,3.09,191.75,47.69,32.46,
020,1983,6.88,204.93,50.97,34.69,
020,1984,20.67,247.29,61.50,41.86,
020,1985,22.19,302.16,75.15,51.14,
020,1986,18.05,356.69,88.71,60.37,
020,1987,12.00,399.48,99.36,67.62,
020,1988,5.02,419.54,104.35,71.01,
020,1989,0.23,420.51,104.59,71.18,
020,1990,-4.39,402.07,100.00,68.05,
020,1991,-5.48,380.04,94.52,64.33,
020,1992,-0.50,378.12,94.05,64.00,
020,1993,0.60,380.38,94.61,64.38,
020,1994,2.05,388.19,96.55,65.71,
020,1995,3.94,403.47,100.35,68.29,
020,1996,3.15,416.17,103.51,70.44,
020,1997,4.37,434.37,108.03,73.52,
020,1998,6.19,461.26,114.72,78.07,
020,1999,9.18,503.62,125.26,85.24,
020,2000,17.31,590.80,146.94,100.00,
020,2001,10.98,655.69,163.08,110.98,
020,2002,10.42,723.99,180.07,122.54,
020,2003,7.44,777.84,193.46,131.66,
020,2004,9.94,855.17,212.69,144.75,
020,2005,9.19,933.80,232.25,158.06,
020,2006,-0.19,932.00,231.80,157.75,
020,2007,-2.85,905.47,225.20,153.26,
020,2008,-3.32,875.45,217.74,148.18,
020,2009,-5.20,829.96,206.43,140.48,
020,2010,-1.64,816.35,203.04,138.18,
020,2011,-1.46,804.43,200.07,136.16,
020,2012,-0.72,798.61,198.63,135.17,
020,2013,2.09,815.28,202.77,137.99,
020,2014,5.77,862.32,214.47,145.96,
020,2015,3.30,890.80,221.56,150.78,
020,2016,4.61,931.84,231.76,157.72,
020,2017,4.72,975.84,242.71,165.17,
020,2018,4.56,1020.34,253.78,172.70,
020,2019,3.50,1056.03,262.65,178.74,
020,2020,2.63,1083.78,269.55,183.44,
020,2021,9.99,1192.10,296.49,201.78,
021,1975,.,100.00,23.84,16.19,
021,1976,8.07,108.07,25.76,17.49,
021,1977,0.64,108.76,25.92,17.60,
021,1978,9.09,118.64,28.28,19.20,
021,1979,10.99,131.68,31.39,21.31,
021,1980,16.52,153.44,36.57,24.83,
021,1981,20.11,184.30,43.93,29.83,
021,1982,3.79,191.28,45.59,30.96,
021,1983,7.83,206.25,49.16,33.38,
021,1984,22.27,252.18,60.11,40.82,
021,1985,22.41,308.69,73.58,49.96,
021,1986,18.18,364.81,86.96,59.05,
021,1987,11.31,406.07,96.79,65.73,
021,1988,5.49,428.36,102.11,69.33,
021,1989,1.19,433.45,103.32,70.16,
021,1990,-3.21,419.52,100.00,67.90,
021,1991,-5.88,394.85,94.12,63.91,
021,1992,-1.85,387.56,92.38,62.73,
021,1993,-1.36,382.28,91.12,61.87,
021,1994,-0.36,380.91,90.80,61.65,
021,1995,1.33,386.00,92.01,62.48,
021,1996,4.27,402.48,95.94,65.14,
021,1997,6.14,427.18,101.82,69.14,
021,1998,8.42,463.15,110.40,74.96,
021,1999,11.27,515.36,122.84,83.41,
021,2000,19.88,617.83,147.27,100.00,
021,2001,11.59,689.43,164.34,111.59,
021,2002,11.69,770.04,183.55,124.64,
021,2003,7.82,830.26,197.90,134.38,
021,2004,10.42,916.81,218.54,148.39,
021,2005,8.75,997.04,237.66,161.38,
021,2006,-0.24,994.64,237.09,160.99,
021,2007,-2.96,965.18,230.07,156.22,
021,2008,-4.28,923.87,220.22,149.53,
021,2009,-5.43,873.73,208.27,141.42,
021,2010,-0.64,868.16,206.94,140.52,
021,2011,-1.76,852.92,203.31,138.05,
021,2012,0.39,856.22,204.09,138.58,
021,2013,4.45,894.35,213.18,144.76,
021,2014,8.83,973.34,232.01,157.54,
021,2015,5.30,1024.88,244.30,165.88,
021,2016,8.08,1107.68,264.03,179.29,
021,2017,8.02,1196.55,285.22,193.67,
021,2018,6.98,1280.10,305.13,207.19,
021,2019,4.86,1342.27,319.95,217.25,
021,2020,3.01,1382.71,329.59,223.80,
021,2021,8.29,1497.38,356.92,242.36,
023,1975,.,100.00,24.35,18.36,
023,1976,16.38,116.38,28.34,21.37,
023,1977,2.60,119.40,29.08,21.93,
023,1978,3.08,123.07,29.97,22.60,
023,1979,9.85,135.20,32.92,24.83,
023,1980,13.91,154.01,37.50,28.28,
023,1981,14.42,176.21,42.91,32.36,
023,1982,6.90,188.37,45.87,34.59,
023,1983,7.59,202.67,49.35,37.21,
023,1984,20.51,244.23,59.47,44.85,
023,1985,21.26,296.16,72.12,54.38,
023,1986,19.28,353.24,86.02,64.86,
023,1987,13.97,402.59,98.03,73.92,
023,1988,5.96,426.58,103.87,78.33,
023,1989,0.56,428.98,104.46,78.77,
023,1990,-4.27,410.67,100.00,75.41,
023,1991,-7.49,379.90,92.51,69.76,
023,1992,-2.96,368.67,89.77,67.70,
023,1993,-1.50,363.15,88.43,66.68,
023,1994,-0.58,361.03,87.91,66.29,
023,1995,2.22,369.06,89.87,67.77,
023,1996,4.22,384.63,93.66,70.63,
023,1997,4.07,400.28,97.47,73.50,
023,1998,6.39,425.87,103.70,78.20,
023,1999,9.34,465.67,113.39,85.51,
023,2000,16.95,544.60,132.61,100.00,
023,2001,12.26,611.38,148.88,112.26,
023,2002,13.53,694.08,169.01,127.45,
023,2003,10.23,765.09,186.30,140.49,
023,2004,11.81,855.46,208.31,157.08,
023,2005,9.21,934.28,227.50,171.55,
023,2006,0.83,942.01,229.38,172.97,
023,2007,-4.89,895.97,218.17,164.52,
023,2008,-6.39,838.69,204.23,154.00,
023,2009,-7.49,775.90,188.94,142.47,
023,2010,-3.39,749.56,182.52,137.64,
023,2011,-3.29,724.93,176.53,133.11,
023,2012,-1.83,711.67,173.30,130.68,
023,2013,1.42,721.80,175.76,132.54,
023,2014,5.26,759.77,185.01,139.51,
023,2015,4.13,791.14,192.65,145.27,
023,2016,5.59,835.39,203.42,153.40,
023,2017,6.55,890.12,216.75,163.44,
023,2018,5.83,941.97,229.37,172.97,
023,2019,3.76,977.41,238.00,179.47,
023,2020,3.58,1012.39,246.52,185.90,
023,2021,12.97,1143.72,278.50,210.01,
024,1975,.,100.00,24.11,14.10,
024,1976,3.85,103.85,25.04,14.64,
024,1977,-0.46,103.37,24.93,14.57,
024,1978,14.04,117.88,28.43,16.62,
024,1979,19.07,140.36,33.85,19.79,
024,1980,11.62,156.67,37.78,22.09,
024,1981,18.14,185.08,44.63,26.09,
024,1982,4.56,193.52,46.66,27.28,
024,1983,7.10,207.26,49.98,29.22,
024,1984,25.60,260.33,62.78,36.70,
024,1985,20.03,312.48,75.35,44.05,
024,1986,16.86,365.17,88.06,51.48,
024,1987,9.95,401.48,96.81,56.60,
024,1988,7.07,429.87,103.66,60.60,
024,1989,0.18,430.66,103.85,60.71,
024,1990,-3.71,414.69,100.00,58.46,
024,1991,-4.27,396.98,95.73,55.97,
024,1992,1.25,401.94,96.92,56.67,
024,1993,2.28,411.08,99.13,57.96,
024,1994,3.31,424.71,102.41,59.88,
024,1995,6.12,450.69,108.68,63.54,
024,1996,3.52,466.56,112.51,65.78,
024,1997,7.66,502.30,121.12,70.81,
024,1998,7.43,539.63,130.13,76.08,
024,1999,9.47,590.74,142.45,83.28,
024,2000,20.07,709.31,171.04,100.00,
024,2001,9.65,777.77,187.55,109.65,
024,2002,7.69,837.58,201.98,118.08,
024,2003,5.01,879.52,212.09,124.00,
024,2004,6.96,940.69,226.84,132.62,
024,2005,9.44,1029.52,248.26,145.14,
024,2006,-0.87,1020.55,246.10,143.88,
024,2007,-0.54,1015.06,244.77,143.10,
024,2008,-0.53,1009.72,243.48,142.35,
